"Internal Reference","Korporat Code","Name","Last Updated on","General State","Copackaging Routing Type/Display Name","MPS Lead Time","Ppc State"
"POTS-BGSPAREV12-P","POTS-BGSPAREV12-P","Pot Sticker Botanical Garden Spa Rev-1 240 ml Putri","2022-06-06 07:41:33","Confirmed","","5","Confirmed"
"POTS-CBA250-P","POTS-CBA250-P","Pot Sticker Cream Bath Avocado 250 ml Elm.putri","2022-06-06 07:41:39","Confirmed","","5","Confirmed"
"POTS-CBG250-P","POTS-CBG250-P","Pot Sticker Cream Bath Ginseng 250 ml Elm.putri","2022-06-06 07:41:45","Confirmed","","5","Confirmed"
"POTS-CBK250-P","POTS-CBK250-P","Pot Sticker Cream Bath Kemiri 250 ml Elm.putri","2022-06-06 07:41:48","Confirmed","","5","Confirmed"
"POTS-CBLB250-P","POTS-CBLB250-P","Pot Sticker Cream Bath Lidah Buaya Putri 250 ml Elm.putri","2022-06-06 07:41:50","Confirmed","","5","Confirmed"
"POTS-CBAV240N_L-P","POTS-CBAV240N_L-P","Pot Sticker Creambath Aloevera 240 P (Pc(s))","2022-06-06 07:41:53","Confirmed","","5","Confirmed"
"POTS-CBA240N_L-P","POTS-CBA240N_L-P","Pot Sticker Creambath Avocado 240 P (Pc(s))","2022-06-06 07:41:57","Confirmed","","5","Confirmed"
"POTS-CBSPALREV1-P","POTS-CBSPALREV1-P","Pot Sticker Creambath Spa lavender Rev-1  240 ml Putri","2022-06-06 07:42:03","Confirmed","","5","Confirmed"
"POTS-CBBWL&GWRP-W","POTS-CBBWL&GWRP-W","Pot Sticker Creamy Body Butter Lavender & Ginger 150 ml War","2022-06-06 07:42:19","Confirmed","","5","Confirmed"
"POTS-CBBM&P150W-W","POTS-CBBM&P150W-W","Pot Sticker Creamy Body Butter Milk & Pearl 150 ml Wardah","2022-06-06 07:42:24","Confirmed","","5","Confirmed"
"POTS-CBBO100-W","POTS-CBBO100-W","Pot Sticker Creamy Body Butter Olive 100 ml Wardah","2022-06-06 07:42:27","Confirmed","","5","Confirmed"
"POTS-CBBO150WRP-W","POTS-CBBO150WRP-W","Pot Sticker Creamy Body Butter Olive 150 ml Wardah","2022-06-06 07:42:30","Confirmed","","5","Confirmed"
"POTS-CBBPF150WR-W","POTS-CBBPF150WR-W","Pot Sticker Creamy Body Butter Passion Fruit 150 ml Wardah","2022-06-06 07:42:36","Confirmed","","5","Confirmed"
"POTS-CBBPF50-W","POTS-CBBPF50-W","Pot Sticker Creamy Body Butter Passion Fruit 50 ml Wardah","2022-06-06 07:42:38","Confirmed","","5","Confirmed"
"POTS-CBBR150WRP-W","POTS-CBBR150WRP-W","Pot Sticker Creamy Body Butter Rose 150 ml Wardah","2022-06-06 07:42:44","Confirmed","","5","Confirmed"
"POTS-CBBST150WR-W","POTS-CBBST150WR-W","Pot Sticker Creamy Body Butter Strawberry 150 ml Wardah","2022-06-06 07:42:50","Confirmed","","5","Confirmed"
"POTS-CBBMP50-W","POTS-CBBMP50-W","Pot Sticker Creamy body butter Milk & Pearl 50 ml Wardah","2022-06-06 07:42:57","Confirmed","","5","Confirmed"
"POTS-CBBO50-W","POTS-CBBO50-W","Pot Sticker Creamy body butter Olive 50 ml Wardah","2022-06-06 07:42:59","Confirmed","","5","Confirmed"
"POTS-CBBR50-W","POTS-CBBR50-W","Pot Sticker Creamy body butter Rose 50 ml Wardah","2022-06-06 07:43:02","Confirmed","","5","Confirmed"
"POTS-HMP720NL-P","POTS-HMP720NL-P","Pot Sticker Hair Mask Platinum Putri 720 ml","2022-06-06 07:43:16","Confirmed","","5","Confirmed"
"POTS-HMPREV1720-P","POTS-HMPREV1720-P","Pot Sticker Hair Mask Platinum Rev-1 720 ml Putri","2022-06-06 07:43:18","Confirmed","","5","Confirmed"
"POTS-HMSPAREV12-P","POTS-HMSPAREV12-P","Pot Sticker Hair Mask SPA rev-1 240ml Putri","2022-06-06 07:43:21","Confirmed","","5","Confirmed"
"POTS-INC30N_L`0-W","POTS-INC30N_L`0-W","Pot Sticker Intensive Night Cream Elm.wardah 30 GR","2022-06-06 07:43:30","Confirmed","","5","Confirmed"
"POTS-LNC130N_L`-W","POTS-LNC130N_L`-W","Pot Sticker LIghtening Night Cream Step I Elm.wardah 30 GR","2022-06-06 07:43:38","Confirmed","","5","Confirmed"
"POTS-BBL&G150-W","POTS-BBL&G150-W","Pot Sticker Lavender & Ginger Body Butter Elm.wardah 150 ML","2022-06-06 07:43:42","Confirmed","","5","Confirmed"
"POTS-LW-P1OO","POTS-LW-P1OO","Pot Sticker Lulur Wangi 100 ml Elm.putri","2022-06-06 07:44:19","Confirmed","","5","Confirmed"
"POTS-NLPS2REV17-P","POTS-NLPS2REV17-P","Pot Sticker Neutral Platinum Rev-1 720 ml Putri","2022-06-06 07:44:42","Confirmed","","5","Confirmed"
"POTP-NP3P720N_L-P","POTP-NP3P720N_L-P","Pot Sticker Neutralizer Platinum 720 ml Putri","2022-06-06 07:44:45","Confirmed","","5","Confirmed"
"POTS-OBB150-W","POTS-OBB150-W","Pot Sticker Olive Body Butter Elm.wardah 150 ML","2022-06-06 07:44:54","Confirmed","","5","Confirmed"
"POTS-OBS150N_L-P","POTS-OBS150N_L-P","Pot Sticker Olive Body Scrub 150 ml Putri","2022-06-06 07:45:01","Confirmed","","5","Confirmed"
"POTS-LWOBS240RE-P","POTS-LWOBS240RE-P","Pot Sticker Olive Body Scrub Rev-1  240 ml Putri","2022-06-06 07:45:04","Confirmed","","5","Confirmed"
"POTS-BBP&F150-W","POTS-BBP&F150-W","Pot Sticker Passion Fruit Body Butter Elm.wardah 150 ML","2022-06-06 07:45:13","Confirmed","","5","Confirmed"
"POTS-PCCC250-IX","POTS-PCCC250-IX","Pot Sticker Passiontaste Choco Chique Crme 250 ml IX","2022-06-06 07:45:19","Confirmed","","5","Confirmed"
"POTS-PCCC500-IX","POTS-PCCC500-IX","Pot Sticker Passiontaste Choco Chique Crme 500 ml IX","2022-06-06 07:45:23","Confirmed","","5","Confirmed"
"POTS-PPCC250-IX","POTS-PPCC250-IX","Pot Sticker Passiontaste Peach Crush Crme 250 ml IX","2022-06-06 07:45:25","Confirmed","","5","Confirmed"
"POTS-PPCC500-IX","POTS-PPCC500-IX","Pot Sticker Passiontaste Peach Crush Crme 500 ml IX","2022-06-06 07:45:28","Confirmed","","5","Confirmed"
"POTS-PSPC250-IX","POTS-PSPC250-IX","Pot Sticker Passiontaste Strawberry Parfait Crme 250 ml IX","2022-06-06 07:45:31","Confirmed","","5","Confirmed"
"POTS-PSPC500-IX","POTS-PSPC500-IX","Pot Sticker Passiontaste Strawberry Parfait Crme 500 ml IX","2022-06-06 07:45:34","Confirmed","","5","Confirmed"
"POTS-PVAC250-IX","POTS-PVAC250-IX","Pot Sticker Passiontaste Vanilla Amber Crme 250 ml IX","2022-06-06 07:45:36","Confirmed","","5","Confirmed"
"POTS-PVAC500-IX","POTS-PVAC500-IX","Pot Sticker Passiontaste Vanilla Amber Crme 500 ml IX","2022-06-06 07:45:40","Confirmed","","5","Confirmed"
"POTS-CBBPF50R1-W","POTS-CBBPF50R1-W","Pot Sticker Pot sticker CBB Passion Fruit 50 ml R1 Wardah","2022-06-06 07:45:51","Confirmed","","5","Confirmed"
"POTS-CBBS50R1-W","POTS-CBBS50R1-W","Pot Sticker Pot sticker CBB Strawberry 50 ml R1 Wardah","2022-06-06 07:45:57","Confirmed","","5","Confirmed"
"POTS-PPS1720REV-P","POTS-PPS1720REV-P","Pot Sticker Pustraite Platinum Rev-1 720 ml Putri","2022-06-06 07:46:01","Confirmed","","5","Confirmed"
"POTS-CBRSN_L240-P","POTS-CBRSN_L240-P","Pot Sticker Rich Spa 240 ml Putri","2022-06-06 07:46:19","Confirmed","","5","Confirmed"
"POTS-SBSO150WRP-W","POTS-SBSO150WRP-W","Pot Sticker Soft Body Scrub Olive 150 ml Wardah","2022-06-06 07:46:28","Confirmed","","5","Confirmed"
"POTS-SBSO240WRP-W","POTS-SBSO240WRP-W","Pot Sticker Soft Body Scrub Olive 240 ml Wardah","2022-06-06 07:46:31","Confirmed","","5","Confirmed"
"POTS-SBSPF150WR-W","POTS-SBSPF150WR-W","Pot Sticker Soft Body Scrub Passion Fruit 150 ml Wardah","2022-06-06 07:46:33","Confirmed","","5","Confirmed"
"POTS-SSN500-IX","POTS-SSN500-IX","Pot Sticker Staylast Straight Neutralizer 500 ml IX","2022-06-06 07:46:36","Confirmed","","5","Confirmed"
"POTS-BBST150-W","POTS-BBST150-W","Pot Sticker Strawberry Body Butter 150 ml Elm.wardah","2022-06-06 07:46:49","Confirmed","","5","Confirmed"
"POTP-CBC720REV1-P","POTP-CBC720REV1-P","Pot print-labeling Creambath Cundlenut 720 ml Revi Putri (Pc(s))","2022-06-06 07:47:27","Confirmed","","5","Confirmed"
"POTP-HMSPA720N_-P","POTP-HMSPA720N_-P","Pot print-labeling Hair Mask SPA 720 ml New Look Putri (Pc(s))","2022-06-06 07:47:33","Confirmed","","5","Confirmed"
"POTP-PP720REV1-P","POTP-PP720REV1-P","Pot print-labeling Pustreite Platinum 720 ml Revis Putri (Pc(s))","2022-06-06 07:47:46","Confirmed","","5","Confirmed"
"POTS-BSK100-EM","POTS-BSK100-EM","Pot sticker Body Scrub Kiwi 100 ml Emina (Pc(s))","2022-06-06 07:47:52","Confirmed","","5","Confirmed"
"POTS-BSCP100R0-EM","POTS-BSCP100R0-EM","Pot sticker Body Scrub Pineapple 100 E (Pc(S))","2022-06-06 07:47:55","Confirmed","","5","Confirmed"
"POTS-BSCW100R0-EM","POTS-BSCW100R0-EM","Pot sticker Body Scrub Watermelon 100 E (Pc(s))","2022-06-06 07:47:58","Confirmed","","5","Confirmed"
"POTS-HMP240N_L-P","POTS-HMP240N_L-P","Pot sticker Hair mask Platinum 240 ml New Look Putri (Pc(s))","2022-06-06 07:48:43","Confirmed","","5","Confirmed"
"POTS-HMSPA240N_-P","POTS-HMSPA240N_-P","Pot sticker Hair mask Spa 240 ml New Look Putri (Pc(s))","2022-06-06 07:48:48","Confirmed","","5","Confirmed"
"WARN-C43001-01BULK","WARN-C43001-01BULK","Pst Warna C43-001","2022-06-06 07:57:53","Confirmed","","5","Confirmed"
"WARN-TE-0BULK","WARN-TE-0BULK","Pst Warna Tudor Eboni","2022-06-06 07:57:56","Confirmed","","5","Confirmed"
"WARN-TE--PBULK","WARN-TE--PBULK","Stok warna Tudor Eboni -PowderBULK","2022-06-06 13:22:40","Confirmed","","5","Confirmed"
"TUBC-LLF01-W","TUBC-LLF01-W","Tube Capped LLF 01 W","2022-06-06 13:42:49","Confirmed","","3","Draft"
"TUBF-UVSSG30-W","TUBF-UVSSG30-W","Tube FIlliing UVSE Sunscreen Gel SPF 30 W","2022-03-31 13:14:54","Waiting for Approval","","0","Draft"
"TUBF-LSA8-W","TUBF-LSA8-W","Tube FIlling Lightening Serum Ampoule 8 W","2022-03-31 13:14:54","Waiting for Approval","","0","Draft"
"TUBF-NFSPBCFBO-W","TUBF-NFSPBCFBO-W","Tube Filling NFS PBCFB Oil Control 15 W","2022-06-06 13:46:02","Confirmed","","5","Confirmed"
"TUBF-NFSPBCFBS-W","TUBF-NFSPBCFBS-W","Tube Filling NFS PBCFB Smoothing 15 W","2022-06-06 13:46:05","Confirmed","","5","Confirmed"
"TUBS-AJFS60-EM","TUBS-AJFS60-EM","Tube Sticker AJFS EM","2022-06-06 14:04:27","Confirmed","","3","Confirmed"
"TUBS-AASG15-WM","TUBS-AASG15-WM","Tube Sticker Acnederm Acne Spot Gel 15 WM","2022-06-06 14:04:31","Confirmed","","3","Confirmed"
"TUBS-APFC60R1-WM","TUBS-APFC60R1-WM","Tube Sticker Acnederm Pure Foaming Cleanser 60 R1 WM","2022-06-06 14:04:36","Confirmed","","3","Confirmed"
"TUBS-APFC60-WM","TUBS-APFC60-WM","Tube Sticker Acnederm Pure Foaming Cleanser 60 WM","2022-06-06 14:04:39","Confirmed","","5","Confirmed"
"TUBS-AHFW100-WM","TUBS-AHFW100-WM","Tube Sticker Aloe Hydramild Facial Wash 100 WM","2022-06-06 14:04:46","Confirmed","","3","Confirmed"
"TUBS-AVG-EM","TUBS-AVG-EM","Tube Sticker Aloe Vera Gel 60 EM","2022-06-06 14:04:49","Confirmed","","3","Confirmed"
"TUBS-AHFMR0-EM","TUBS-AHFMR0-EM","Tube Sticker Avocado Honey Face Mask E (Pc(s))","2022-06-06 14:04:52","Confirmed","","5","Confirmed"
"TUBS-BSAPFW100-EM","TUBS-BSAPFW100-EM","Tube Sticker BS APFW 100 EM","2022-06-06 14:04:55","Confirmed","","3","Confirmed"
"TUBS-BSFW100-EM","TUBS-BSFW100-EM","Tube Sticker BSFW 100 EM","2022-06-06 14:04:58","Confirmed","","3","Confirmed"
"TUBS-BBBBC20NR0-E","TUBS-BBBBC20NR0-E","Tube Sticker Beauty Bliss BB Cream Natural E","2022-06-06 14:05:02","Confirmed","","3","Confirmed"
"TUBS-BSTUC20R0-E","TUBS-BSTUC20R0-E","Tube Sticker Bright Stuff Tone Up Cream 20 R0 E","2022-06-06 14:05:05","Confirmed","","3","Confirmed"
"TUBS-CDECW100R1-WM","TUBS-CDECW100R1-WM","Tube Sticker C-Defense Energizing Creamy Wash 100 R1 WM","2022-06-06 14:05:09","Confirmed","","3","Confirmed"
"TUBS-CDECW100-WM","TUBS-CDECW100-WM","Tube Sticker C-Defense Energizing Creamy Wash 100 WM","2022-06-06 14:05:13","Confirmed","","3","Confirmed"
"TUBS-CDEWF100R1-WM","TUBS-CDEWF100R1-WM","Tube Sticker CDE Whip Foam 100 R1 WM","2022-06-06 14:05:16","Confirmed","","3","Confirmed"
"TUBS-CDEWF100-WM","TUBS-CDEWF100-WM","Tube Sticker CDE Whip Foam 100 WM","2022-06-06 14:05:19","Confirmed","","3","Confirmed"
"TUBS-CMB-EM","TUBS-CMB-EM","Tube Sticker Clay Mask Brightening 60 EM","2022-06-06 14:05:22","Confirmed","","3","Confirmed"
"TUBS-CMSC-EM","TUBS-CMSC-EM","Tube Sticker Clay Mask Sebum Control 60 EM","2022-06-06 14:05:26","Confirmed","","3","Confirmed"
"TUBS-CMSS-EM","TUBS-CMSS-EM","Tube Sticker Clay Mask Soothe & Smooth 60 EM","2022-06-06 14:05:29","Confirmed","","3","Confirmed"
"TUBS-HRFC100R0-WM","TUBS-HRFC100R0-WM","Tube Sticker H Rose Gel to Foam Cleanser 100 WM","2022-06-06 14:05:37","Confirmed","","3","Confirmed"
"TUBS-LBCM50-WM","TUBS-LBCM50-WM","Tube Sticker Lightening Blue Clay Mask 50 PBL WM","2022-06-06 14:05:40","Confirmed","","3","Confirmed"
"TUBS-LBCM50R0-W","TUBS-LBCM50R0-W","Tube Sticker Lightening Blue Clay Mask W","2022-06-06 14:05:43","Confirmed","","5","Confirmed"
"TUBS-LGE50R1-WM","TUBS-LGE50R1-WM","Tube Sticker Lightening Gentle Exfoliator R1 WM","2022-06-06 14:05:46","Confirmed","","3","Confirmed"
"TUBS-LGE50-WM","TUBS-LGE50-WM","Tube Sticker Lightening Gentle Exfoliator WM","2022-06-06 14:05:50","Confirmed","","3","Confirmed"
"TUBS-LMGW100R1-WM","TUBS-LMGW100R1-WM","Tube Sticker Lightening Micellar Gentle Wash 100 R1 WM","2022-06-06 14:05:53","Confirmed","","3","Confirmed"
"TUBS-LMGW100-WM","TUBS-LMGW100-WM","Tube Sticker Lightening Micellar Gentle Wash 100 WM","2022-06-06 14:05:56","Confirmed","","3","Confirmed"
"TUBS-LWFF100-WM","TUBS-LWFF100-WM","Tube Sticker Lightening Whip Facial Foam 100 WM","2022-06-06 14:05:59","Confirmed","","3","Confirmed"
"TUBS-MPASFW-EM","TUBS-MPASFW-EM","Tube Sticker Ms. Pimple AS Face Wash 50 EM","2022-06-06 14:06:02","Confirmed","","3","Confirmed"
"TUBS-NDAHFW60-W","TUBS-NDAHFW60-W","Tube Sticker ND Aloe Hydramild Facial Wash 60 W","2022-06-06 14:06:05","Confirmed","","5","Confirmed"
"TUBS-NDSBFW60-WM","TUBS-NDSBFW60-WM","Tube Sticker ND Seaweed Balancing Facial Wash 60 WM","2022-06-06 14:06:08","Confirmed","","3","Confirmed"
"TUBS-PBCFLOC100-WM","TUBS-PBCFLOC100-WM","Tube Sticker PBCF Brightening Oil Control 100 WM","2022-06-06 14:06:11","Confirmed","","3","Confirmed"
"TUBS-PBCFLS100R1-WM","TUBS-PBCFLS100R1-WM","Tube Sticker PBCF Brightening Smoothing 100 R1 WM","2022-06-06 14:06:14","Confirmed","","3","Confirmed"
"TUBS-PBCFLS100-WM","TUBS-PBCFLS100-WM","Tube Sticker PBCF Brightening Smoothing 100 WM","2022-06-06 14:06:21","Confirmed","","3","Confirmed"
"TUBS-PBCFBS100-WM","TUBS-PBCFBS100-WM","Tube Sticker PBCF Brightening Smoothing 100 WM","2022-06-06 14:06:17","Confirmed","","5","Confirmed"
"TUBS-PBCFBS60-W","TUBS-PBCFBS60-W","Tube Sticker PBCF Brightening Smoothing 60 W","2022-06-06 14:06:24","Confirmed","","5","Confirmed"
"TUBS-RYAAFW100-WM","TUBS-RYAAFW100-WM","Tube Sticker Renew You Anti Aging Facial Wash 100 WM","2022-06-06 14:06:33","Confirmed","","5","Confirmed"
"TUBS-RYAADC17R0-W","TUBS-RYAADC17R0-W","Tube Sticker Renew You DC 17 W","2022-06-06 14:06:35","Confirmed","","5","Confirmed"
"TUBS-RYAANC17R0-W","TUBS-RYAANC17R0-W","Tube Sticker Renew You NC 17 W","2022-06-06 14:06:39","Confirmed","","5","Confirmed"
"TUBS-SBBUFW-EM","TUBS-SBBUFW-EM","Tube Sticker SB Bubble Up FW EM","2022-06-06 14:06:42","Confirmed","","3","Confirmed"
"TUBS-SBDBFW-EM","TUBS-SBDBFW-EM","Tube Sticker SB Dot Burst FW EM","2022-06-06 14:06:46","Confirmed","","3","Confirmed"
"DUSS-HCDL1R0-MOIPS","DUSS-HCDL1R0-MOIPS","Unit Box+Sticker HLCS Duo Light 1 MO","2022-06-06 14:16:14","Confirmed","","5","Confirmed"
"DUSS-HCDL2R0-MOIPS","DUSS-HCDL2R0-MOIPS","Unit Box+Sticker HLCS Duo Light 2 MO","2022-06-06 14:16:17","Confirmed","","5","Confirmed"
"DUSS-HCDLSR0-MOIPS","DUSS-HCDLSR0-MOIPS","Unit Box+Sticker HLCS Duo Light Shimmer MO","2022-06-06 14:16:20","Confirmed","","5","Confirmed"
"DUSS-HCDLMR0-MOIPS","DUSS-HCDLMR0-MOIPS","Unit Box+Sticker HLCS Duo Light to Medium MO","2022-06-06 14:16:23","Confirmed","","5","Confirmed"
"DUSS-HCDMER0-MOIPS","DUSS-HCDMER0-MOIPS","Unit Box+Sticker HLCS Duo Medium MO","2022-06-06 14:16:26","Confirmed","","5","Confirmed"
"DUSS-HCDMDR0-MOIPS","DUSS-HCDMDR0-MOIPS","Unit Box+Sticker HLCS Duo Medium to Dark MO","2022-06-06 14:16:28","Confirmed","","5","Confirmed"
"LAR-BE-BULK","LAR-BE-BULK","Warna Blue Water","2022-06-06 16:46:01","Confirmed","","5","Confirmed"
"WARN-H3AS-BULK","WARN-H3AS-BULK","Warna Hitam 3 AS Bulk","2022-06-06 16:46:28","Confirmed","","5","Confirmed"
"WARN-K-BULK","WARN-K-BULK","Warna Kuning Bulk (Kg)","2022-06-06 16:46:31","Confirmed","","5","Confirmed"
"WARN-LT--BULK","WARN-LT--BULK","Warna Lemon Top","2022-06-06 16:46:34","Confirmed","","5","Confirmed"
"WARN-C19011-02BULK","WARN-C19011-02BULK","Warna Monokrom C19-011","2022-06-06 16:46:40","Confirmed","","5","Confirmed"
"WARN-C19012-02BULK","WARN-C19012-02BULK","Warna Monokrom C19-012","2022-06-06 16:46:43","Confirmed","","5","Confirmed"
"WARN-C33-5138-BULK","WARN-C33-5138-BULK","Warna Monokrom C33-5138","2022-06-06 16:46:46","Confirmed","","5","Confirmed"
"WARN-C338-01BULK","WARN-C338-01BULK","Warna Monokrom C33-8073 Bulk","2022-06-06 16:46:49","Confirmed","","5","Confirmed"
"WARN-COGO-02BULK","WARN-COGO-02BULK","Warna Monokrom Cogilor Ochr","2022-06-06 16:46:55","Confirmed","","5","Confirmed"
"WARN-TI---MKR","WARN-TI---MKR","Warna Monokrom Titan","2022-06-06 16:46:58","Confirmed","","5","Confirmed"
"LAR-LTE-BULK","LAR-LTE-BULK","Warna Red Water","2022-06-06 16:47:09","Confirmed","","5","Confirmed"
"WARN-TI---COATED PST","WARN-TI---COATED PST","Warna Titan Coated pst (kg)","2022-06-06 16:47:12","Confirmed","","5","Confirmed"
